Port Name,State,Border,Date,Measure,Value,Season
Kenneth G Ward,Washington,Canada,1996-01-01,Cars,105008,Winter
Kenneth G Ward,Washington,Canada,1996-01-01,Trains,0,Winter
Laredo,Texas,Mexico,1996-01-01,Buses,22210,Winter
Laredo,Texas,Mexico,1996-01-01,Pedestrians,312090,Winter
Laredo,Texas,Mexico,1996-01-01,Cars,1350041,Winter
Laredo,Texas,Mexico,1996-01-01,Trains,0,Winter
Laurier,Washington,Canada,1996-01-01,Buses,396,Winter
Laurier,Washington,Canada,1996-01-01,Pedestrians,23,Winter
Laurier,Washington,Canada,1996-01-01,Cars,8434,Winter
Laurier,Washington,Canada,1996-01-01,Trains,66,Winter
Limestone,Maine,Canada,1996-01-01,Buses,13,Winter
Limestone,Maine,Canada,1996-01-01,Pedestrians,0,Winter
Limestone,Maine,Canada,1996-01-01,Cars,7861,Winter
Limestone,Maine,Canada,1996-01-01,Trains,0,Winter
Lukeville,Arizona,Mexico,1996-01-01,Buses,1131,Winter
Lukeville,Arizona,Mexico,1996-01-01,Pedestrians,5801,Winter
Lukeville,Arizona,Mexico,1996-01-01,Cars,57942,Winter
Lukeville,Arizona,Mexico,1996-01-01,Trains,0,Winter
Madawaska,Maine,Canada,1996-01-01,Buses,142,Winter
Madawaska,Maine,Canada,1996-01-01,Pedestrians,716,Winter
Madawaska,Maine,Canada,1996-01-01,Cars,152271,Winter
Madawaska,Maine,Canada,1996-01-01,Trains,104,Winter
Maida,North Dakota,Canada,1996-01-01,Buses,0,Winter
Maida,North Dakota,Canada,1996-01-01,Pedestrians,0,Winter
Maida,North Dakota,Canada,1996-01-01,Cars,2336,Winter
Maida,North Dakota,Canada,1996-01-01,Trains,0,Winter
Massena,New York,Canada,1996-01-01,Buses,8083,Winter
Massena,New York,Canada,1996-01-01,Pedestrians,11,Winter
Massena,New York,Canada,1996-01-01,Cars,198027,Winter
Massena,New York,Canada,1996-01-01,Trains,0,Winter
Metaline Falls,Washington,Canada,1996-01-01,Buses,266,Winter
Metaline Falls,Washington,Canada,1996-01-01,Pedestrians,0,Winter
Metaline Falls,Washington,Canada,1996-01-01,Cars,4925,Winter
Metaline Falls,Washington,Canada,1996-01-01,Trains,0,Winter
Morgan,Montana,Canada,1996-01-01,Buses,0,Winter
Morgan,Montana,Canada,1996-01-01,Pedestrians,0,Winter
Morgan,Montana,Canada,1996-01-01,Cars,728,Winter
Morgan,Montana,Canada,1996-01-01,Trains,0,Winter
Naco,Arizona,Mexico,1996-01-01,Buses,0,Winter
Naco,Arizona,Mexico,1996-01-01,Pedestrians,5918,Winter
Naco,Arizona,Mexico,1996-01-01,Cars,60128,Winter
Naco,Arizona,Mexico,1996-01-01,Trains,0,Winter
Neche,North Dakota,Canada,1996-01-01,Buses,0,Winter
Neche,North Dakota,Canada,1996-01-01,Pedestrians,4,Winter
Neche,North Dakota,Canada,1996-01-01,Cars,6677,Winter
Neche,North Dakota,Canada,1996-01-01,Trains,0,Winter
Nighthawk,Washington,Canada,1996-01-01,Buses,0,Winter
Nighthawk,Washington,Canada,1996-01-01,Pedestrians,3,Winter
Nighthawk,Washington,Canada,1996-01-01,Cars,888,Winter
Nighthawk,Washington,Canada,1996-01-01,Trains,0,Winter
Nogales,Arizona,Mexico,1996-01-01,Buses,804,Winter
Nogales,Arizona,Mexico,1996-01-01,Pedestrians,354810,Winter
Nogales,Arizona,Mexico,1996-01-01,Cars,802136,Winter
Nogales,Arizona,Mexico,1996-01-01,Trains,0,Winter
Noonan,North Dakota,Canada,1996-01-01,Buses,0,Winter
Noonan,North Dakota,Canada,1996-01-01,Pedestrians,0,Winter
Noonan,North Dakota,Canada,1996-01-01,Cars,5728,Winter
Noonan,North Dakota,Canada,1996-01-01,Trains,0,Winter
Northgate,North Dakota,Canada,1996-01-01,Buses,178,Winter
Northgate,North Dakota,Canada,1996-01-01,Pedestrians,0,Winter
Northgate,North Dakota,Canada,1996-01-01,Cars,2533,Winter
Northgate,North Dakota,Canada,1996-01-01,Trains,0,Winter
Norton,Vermont,Canada,1996-01-01,Buses,62,Winter
Norton,Vermont,Canada,1996-01-01,Pedestrians,106,Winter
Norton,Vermont,Canada,1996-01-01,Cars,9119,Winter
Norton,Vermont,Canada,1996-01-01,Trains,101,Winter
Noyes,Minnesota,Canada,1996-01-01,Buses,0,Winter
Noyes,Minnesota,Canada,1996-01-01,Pedestrians,1,Winter
Noyes,Minnesota,Canada,1996-01-01,Cars,3636,Winter
Noyes,Minnesota,Canada,1996-01-01,Trains,621,Winter
Ogdensburg,New York,Canada,1996-01-01,Buses,566,Winter
Ogdensburg,New York,Canada,1996-01-01,Pedestrians,0,Winter
Ogdensburg,New York,Canada,1996-01-01,Cars,48986,Winter
Ogdensburg,New York,Canada,1996-01-01,Trains,0,Winter
Opheim,Montana,Canada,1996-01-01,Buses,0,Winter
Opheim,Montana,Canada,1996-01-01,Pedestrians,0,Winter
Opheim,Montana,Canada,1996-01-01,Cars,547,Winter
Opheim,Montana,Canada,1996-01-01,Trains,0,Winter
Oroville,Washington,Canada,1996-01-01,Buses,1558,Winter
Oroville,Washington,Canada,1996-01-01,Pedestrians,45,Winter
Oroville,Washington,Canada,1996-01-01,Cars,42215,Winter
Oroville,Washington,Canada,1996-01-01,Trains,0,Winter
Otay Mesa,California,Mexico,1996-01-01,Buses,13944,Winter
Otay Mesa,California,Mexico,1996-01-01,Pedestrians,43934,Winter
Otay Mesa,California,Mexico,1996-01-01,Cars,796268,Winter
Otay Mesa,California,Mexico,1996-01-01,Trains,42,Winter
Pembina,North Dakota,Canada,1996-01-01,Buses,0,Winter
Pembina,North Dakota,Canada,1996-01-01,Pedestrians,0,Winter
Pembina,North Dakota,Canada,1996-01-01,Cars,0,Winter
Pembina,North Dakota,Canada,1996-01-01,Trains,0,Winter
Piegan,Montana,Canada,1996-01-01,Buses,46,Winter
Piegan,Montana,Canada,1996-01-01,Pedestrians,0,Winter
Piegan,Montana,Canada,1996-01-01,Cars,5974,Winter
Piegan,Montana,Canada,1996-01-01,Trains,0,Winter
Pinecreek,Minnesota,Canada,1996-01-01,Buses,0,Winter
Pinecreek,Minnesota,Canada,1996-01-01,Pedestrians,0,Winter
Pinecreek,Minnesota,Canada,1996-01-01,Cars,919,Winter
Pinecreek,Minnesota,Canada,1996-01-01,Trains,0,Winter
Point Roberts,Washington,Canada,1996-01-01,Buses,1082,Winter
Point Roberts,Washington,Canada,1996-01-01,Pedestrians,681,Winter
Point Roberts,Washington,Canada,1996-01-01,Cars,132698,Winter
Point Roberts,Washington,Canada,1996-01-01,Trains,0,Winter
Port Huron,Michigan,Canada,1996-01-01,Buses,6997,Winter
Port Huron,Michigan,Canada,1996-01-01,Pedestrians,44,Winter
Port Huron,Michigan,Canada,1996-01-01,Cars,319994,Winter
Port Huron,Michigan,Canada,1996-01-01,Trains,1644,Winter
Portal,North Dakota,Canada,1996-01-01,Buses,1711,Winter
Portal,North Dakota,Canada,1996-01-01,Pedestrians,771,Winter
Portal,North Dakota,Canada,1996-01-01,Cars,14606,Winter
Portal,North Dakota,Canada,1996-01-01,Trains,330,Winter
Porthill,Idaho,Canada,1996-01-01,Buses,37,Winter
Porthill,Idaho,Canada,1996-01-01,Pedestrians,4,Winter
Porthill,Idaho,Canada,1996-01-01,Cars,16722,Winter
Porthill,Idaho,Canada,1996-01-01,Trains,0,Winter
Portland,Maine,Canada,1996-01-01,Buses,0,Winter
Portland,Maine,Canada,1996-01-01,Pedestrians,0,Winter
Portland,Maine,Canada,1996-01-01,Cars,0,Winter
Portland,Maine,Canada,1996-01-01,Trains,0,Winter
Presidio,Texas,Mexico,1996-01-01,Buses,420,Winter
Presidio,Texas,Mexico,1996-01-01,Pedestrians,645,Winter
Presidio,Texas,Mexico,1996-01-01,Cars,129948,Winter
Presidio,Texas,Mexico,1996-01-01,Trains,39,Winter
Progreso,Texas,Mexico,1996-01-01,Buses,1346,Winter
Progreso,Texas,Mexico,1996-01-01,Pedestrians,134414,Winter
Progreso,Texas,Mexico,1996-01-01,Cars,228542,Winter
Progreso,Texas,Mexico,1996-01-01,Trains,0,Winter
Raymond,Montana,Canada,1996-01-01,Buses,37,Winter
Raymond,Montana,Canada,1996-01-01,Pedestrians,0,Winter
Raymond,Montana,Canada,1996-01-01,Cars,4741,Winter
Raymond,Montana,Canada,1996-01-01,Trains,0,Winter
Richford,Vermont,Canada,1996-01-01,Buses,133,Winter
Richford,Vermont,Canada,1996-01-01,Pedestrians,0,Winter
Richford,Vermont,Canada,1996-01-01,Cars,20687,Winter
Richford,Vermont,Canada,1996-01-01,Trains,52,Winter
Rio Grande City,Texas,Mexico,1996-01-01,Buses,0,Winter
Rio Grande City,Texas,Mexico,1996-01-01,Pedestrians,8004,Winter
Rio Grande City,Texas,Mexico,1996-01-01,Cars,162351,Winter
Rio Grande City,Texas,Mexico,1996-01-01,Trains,0,Winter
Roma,Texas,Mexico,1996-01-01,Buses,8026,Winter
Roma,Texas,Mexico,1996-01-01,Pedestrians,35148,Winter
Roma,Texas,Mexico,1996-01-01,Cars,352223,Winter
Roma,Texas,Mexico,1996-01-01,Trains,0,Winter
Roosville,Montana,Canada,1996-01-01,Buses,1213,Winter
Roosville,Montana,Canada,1996-01-01,Pedestrians,47,Winter
Roosville,Montana,Canada,1996-01-01,Cars,11954,Winter
Roosville,Montana,Canada,1996-01-01,Trains,0,Winter
Roseau,Minnesota,Canada,1996-01-01,Buses,0,Winter
Roseau,Minnesota,Canada,1996-01-01,Pedestrians,0,Winter
Roseau,Minnesota,Canada,1996-01-01,Cars,7281,Winter
Roseau,Minnesota,Canada,1996-01-01,Trains,0,Winter
San Luis,Arizona,Mexico,1996-01-01,Buses,320,Winter
San Luis,Arizona,Mexico,1996-01-01,Pedestrians,300427,Winter
San Luis,Arizona,Mexico,1996-01-01,Cars,602083,Winter
San Luis,Arizona,Mexico,1996-01-01,Trains,0,Winter
San Ysidro,California,Mexico,1996-01-01,Buses,0,Winter
San Ysidro,California,Mexico,1996-01-01,Pedestrians,0,Winter
San Ysidro,California,Mexico,1996-01-01,Cars,0,Winter
San Ysidro,California,Mexico,1996-01-01,Trains,0,Winter
Santa Teresa,New Mexico,Mexico,1996-01-01,Buses,0,Winter
Santa Teresa,New Mexico,Mexico,1996-01-01,Pedestrians,5,Winter
Santa Teresa,New Mexico,Mexico,1996-01-01,Cars,7078,Winter
Santa Teresa,New Mexico,Mexico,1996-01-01,Trains,0,Winter
Sarles,North Dakota,Canada,1996-01-01,Buses,0,Winter
Sarles,North Dakota,Canada,1996-01-01,Pedestrians,0,Winter
Sarles,North Dakota,Canada,1996-01-01,Cars,580,Winter
Sarles,North Dakota,Canada,1996-01-01,Trains,0,Winter
Sasabe,Arizona,Mexico,1996-01-01,Buses,0,Winter
Sasabe,Arizona,Mexico,1996-01-01,Pedestrians,374,Winter
Sasabe,Arizona,Mexico,1996-01-01,Cars,5395,Winter
Sasabe,Arizona,Mexico,1996-01-01,Trains,0,Winter
Sault Sainte Marie,Michigan,Canada,1996-01-01,Buses,9020,Winter
Sault Sainte Marie,Michigan,Canada,1996-01-01,Pedestrians,0,Winter
Sault Sainte Marie,Michigan,Canada,1996-01-01,Cars,313965,Winter
Sault Sainte Marie,Michigan,Canada,1996-01-01,Trains,111,Winter
Scobey,Montana,Canada,1996-01-01,Buses,0,Winter
Scobey,Montana,Canada,1996-01-01,Pedestrians,0,Winter
Scobey,Montana,Canada,1996-01-01,Cars,907,Winter
Scobey,Montana,Canada,1996-01-01,Trains,0,Winter
Sherwood,North Dakota,Canada,1996-01-01,Buses,0,Winter
Sherwood,North Dakota,Canada,1996-01-01,Pedestrians,0,Winter
Sherwood,North Dakota,Canada,1996-01-01,Cars,3151,Winter
Sherwood,North Dakota,Canada,1996-01-01,Trains,0,Winter
Skagway,Alaska,Canada,1996-01-01,Buses,8,Winter
Skagway,Alaska,Canada,1996-01-01,Pedestrians,0,Winter
Skagway,Alaska,Canada,1996-01-01,Cars,624,Winter
Skagway,Alaska,Canada,1996-01-01,Trains,0,Winter
St John,North Dakota,Canada,1996-01-01,Buses,67,Winter
St John,North Dakota,Canada,1996-01-01,Pedestrians,0,Winter
St John,North Dakota,Canada,1996-01-01,Cars,3278,Winter
St John,North Dakota,Canada,1996-01-01,Trains,0,Winter
Sumas,Washington,Canada,1996-01-01,Buses,2535,Winter
Sumas,Washington,Canada,1996-01-01,Pedestrians,3647,Winter
Sumas,Washington,Canada,1996-01-01,Cars,195738,Winter
Sumas,Washington,Canada,1996-01-01,Trains,352,Winter
Sweetgrass,Montana,Canada,1996-01-01,Buses,1117,Winter
Sweetgrass,Montana,Canada,1996-01-01,Pedestrians,1111,Winter
Sweetgrass,Montana,Canada,1996-01-01,Cars,63599,Winter
Sweetgrass,Montana,Canada,1996-01-01,Trains,108,Winter
Tecate,California,Mexico,1996-01-01,Buses,1038,Winter
Tecate,California,Mexico,1996-01-01,Pedestrians,21053,Winter
Tecate,California,Mexico,1996-01-01,Cars,259222,Winter
Tecate,California,Mexico,1996-01-01,Trains,312,Winter
Tornillo,Texas,Mexico,1996-01-01,Buses,0,Winter
Tornillo,Texas,Mexico,1996-01-01,Pedestrians,2275,Winter
Tornillo,Texas,Mexico,1996-01-01,Cars,151997,Winter
Tornillo,Texas,Mexico,1996-01-01,Trains,0,Winter
Trout River,New York,Canada,1996-01-01,Buses,38,Winter
Trout River,New York,Canada,1996-01-01,Pedestrians,12,Winter
Trout River,New York,Canada,1996-01-01,Cars,26389,Winter
Trout River,New York,Canada,1996-01-01,Trains,153,Winter
Turner,Montana,Canada,1996-01-01,Buses,62,Winter
Turner,Montana,Canada,1996-01-01,Pedestrians,0,Winter
Turner,Montana,Canada,1996-01-01,Cars,1661,Winter
Turner,Montana,Canada,1996-01-01,Trains,0,Winter
Van Buren,Maine,Canada,1996-01-01,Buses,74,Winter
Van Buren,Maine,Canada,1996-01-01,Pedestrians,388,Winter
Van Buren,Maine,Canada,1996-01-01,Cars,62323,Winter
Van Buren,Maine,Canada,1996-01-01,Trains,0,Winter
Vanceboro,Maine,Canada,1996-01-01,Buses,26,Winter
Vanceboro,Maine,Canada,1996-01-01,Pedestrians,64,Winter
Vanceboro,Maine,Canada,1996-01-01,Cars,8912,Winter
Vanceboro,Maine,Canada,1996-01-01,Trains,48,Winter
Walhalla,North Dakota,Canada,1996-01-01,Buses,19,Winter
Walhalla,North Dakota,Canada,1996-01-01,Pedestrians,0,Winter
Walhalla,North Dakota,Canada,1996-01-01,Cars,6386,Winter
Walhalla,North Dakota,Canada,1996-01-01,Trains,0,Winter
Warroad,Minnesota,Canada,1996-01-01,Buses,2075,Winter
Warroad,Minnesota,Canada,1996-01-01,Pedestrians,2,Winter
Warroad,Minnesota,Canada,1996-01-01,Cars,11788,Winter
Warroad,Minnesota,Canada,1996-01-01,Trains,436,Winter
Westhope,North Dakota,Canada,1996-01-01,Buses,0,Winter
Westhope,North Dakota,Canada,1996-01-01,Pedestrians,0,Winter
Westhope,North Dakota,Canada,1996-01-01,Cars,1789,Winter
Westhope,North Dakota,Canada,1996-01-01,Trains,0,Winter
Whitetail,Montana,Canada,1996-01-01,Buses,0,Winter
Whitetail,Montana,Canada,1996-01-01,Pedestrians,0,Winter
Whitetail,Montana,Canada,1996-01-01,Cars,453,Winter
Whitetail,Montana,Canada,1996-01-01,Trains,0,Winter
Whitlash,Montana,Canada,1996-01-01,Buses,0,Winter
Whitlash,Montana,Canada,1996-01-01,Pedestrians,0,Winter
Whitlash,Montana,Canada,1996-01-01,Cars,123,Winter
Whitlash,Montana,Canada,1996-01-01,Trains,0,Winter
Alcan,Alaska,Canada,1996-02-01,Buses,0,Winter
Alcan,Alaska,Canada,1996-02-01,Pedestrians,0,Winter
Alcan,Alaska,Canada,1996-02-01,Cars,1800,Winter
Alcan,Alaska,Canada,1996-02-01,Trains,0,Winter
Alexandria Bay,New York,Canada,1996-02-01,Buses,3413,Winter
Alexandria Bay,New York,Canada,1996-02-01,Pedestrians,0,Winter
Alexandria Bay,New York,Canada,1996-02-01,Cars,90387,Winter
Alexandria Bay,New York,Canada,1996-02-01,Trains,0,Winter
Ambrose,North Dakota,Canada,1996-02-01,Buses,0,Winter
Ambrose,North Dakota,Canada,1996-02-01,Pedestrians,0,Winter
Ambrose,North Dakota,Canada,1996-02-01,Cars,1279,Winter
Ambrose,North Dakota,Canada,1996-02-01,Trains,0,Winter
Andrade,California,Mexico,1996-02-01,Buses,576,Winter
Andrade,California,Mexico,1996-02-01,Pedestrians,250598,Winter
